"","test_residual_baseline1","validation_residual_baseline1","train_residual_baseline1","test_residual_baseline1_modified","validation_residual_baseline1_modified","train_residual_baseline1_modified"
"1",10.1609712876503,10.4312410003658,19.4918202109727,10.1492456321424,10.3252235913386,19.4683706661604
"2",9.79391852795458,9.85434117633815,18.4797216992975,9.79010261702501,9.84803695880935,18.4709030465242
"3",9.40199260575259,9.6920401551677,18.3978885301273,9.3808547361911,9.69060169886967,18.3738903796702
"4",8.92841514168907,9.43608962812239,16.4209784736227,8.91610193951758,9.42777424397752,16.2916463063565
"5",8.58752275702827,8.8229837383613,15.6645162003886,8.56383637375033,8.81819227347867,15.5689380324007
"6",8.32466585318762,8.48918378273977,15.1931622607289,8.2401429119943,8.4863271292422,15.0569030641183
"7",8.26395891208135,8.45630901134328,14.7951832160234,8.06111995119297,8.45459392967575,14.7459373866771
"8",8.19557884649583,8.11144983911513,14.5274912436431,8.01937073679092,8.10640323107136,14.4680925134627
"9",8.09550770033365,8.04602394381976,14.3657831128524,7.9457477842775,7.95333694681761,14.3144621406997
"10",8.04787578956977,7.9552182977711,14.028330510903,7.85297369953108,7.92102418022633,14.0038261051856
"11",7.94248627296464,7.84414460693972,13.6985863880351,7.59965293735974,7.80037140660861,13.6678553476618
"12",7.65466422961237,7.7226386348618,13.4699072714144,7.58435637028916,7.67992313028643,13.4303199375
"13",7.60776240203899,7.51479719296672,13.1931793525856,7.544305644453,7.44403731174984,13.1645525048087
"14",7.55125270556485,7.39765717027876,13.0888508438077,7.35186281301539,7.39365355709876,13.0688076054236
"15",7.40169659900342,7.22453776530353,12.9677765021968,7.33397419679961,7.20786631318149,12.9498696756283
"16",7.35046563259194,7.14344266113441,12.9058291947299,7.31592138642176,7.12671000780906,12.8847743133995
"17",7.34483535282387,7.09226786776707,12.8815100051519,7.28360574193813,7.08199620638861,12.8196786188875
"18",7.30939487863368,6.94485175188714,12.6718571577368,7.25824881902556,6.91301998267823,12.6498171099216
"19",7.25500006787709,6.90731295203122,12.4848446637412,7.20164084292823,6.89229244997021,12.4631731251494
"20",7.14533478401189,6.85451903323101,12.3887898709903,7.11665962397711,6.84199081824709,12.3123399630471
"21",7.04730209842571,6.8211253094909,12.2661104209921,7.01971597320493,6.79925598377989,12.2582376917706
"22",7.0349880473359,6.78342128015642,12.0879455829263,6.95705543407534,6.76506174938575,12.0648812705101
"23",6.98919108992218,6.72444789195705,11.9804702679162,6.87492207941096,6.71572165986379,11.9755624124759
"24",6.92100139309837,6.68030941803313,11.870440589781,6.83605111190598,6.64534637244176,11.8412279367269
"25",6.83113963480409,6.61905240565544,11.7682593492635,6.80445208189612,6.61161149211359,11.6967797211713
"26",6.8070447132467,6.59219422863425,11.720371754839,6.77172985749046,6.58480321976117,11.6593581106347
"27",6.74655017231458,6.52968164909269,11.4958741337688,6.66648941996776,6.50447670534647,11.4789262528367
"28",6.67034665630166,6.47316100195772,11.4622027354464,6.58513956167957,6.46388003344092,11.4282893065956
"29",6.60068649971361,6.43538024915427,11.4074591961033,6.54032478802147,6.42103350732782,11.3855988256644
"30",6.53742143677577,6.3976438955827,11.2257744118113,6.45758529455519,6.37686872384557,11.1941601461111
"31",6.45736661541945,6.31505938908134,11.1946267549479,6.37865978649192,6.30532693414184,11.1798641540932
"32",6.38992123651456,6.25319316689625,11.1533074454159,6.32089071681353,6.20974056199533,11.1355861409819
"33",6.36243155496988,6.2355066749126,11.0092853560904,6.30938019917982,6.17021533125169,10.9881646912699
"34",6.30643667974263,6.20157458737576,10.9739752485732,6.26985227412441,6.14387058718812,10.9128395275461
"35",6.27478199977064,6.1544069481808,10.9246070645458,6.22460931865876,6.08579065195998,10.9084816514594
"36",6.2424674043241,6.09576685931618,10.8358357711766,6.2098503390856,6.04197568111314,10.8192493788681
"37",6.21633928061958,6.07162260196822,10.7760184278483,6.19806185571729,6.00191236110911,10.7553715482135
"38",6.18367412813037,6.01124435515732,10.7002839050952,6.14595966005591,5.98331449522425,10.6580100492857
"39",6.149644266164,5.99888028000554,10.6836481494551,6.12900576741991,5.94703693618699,10.6165089012134
"40",6.06302126805014,5.97953492697358,10.5848052430125,6.04829315475251,5.93455914434966,10.5391312562285
"41",6.03648230845852,5.93804509541884,10.5244865293618,6.02720630969059,5.9263155085354,10.5115367486271
"42",6.02257739458304,5.93654752699341,10.4872195468943,5.94079210535301,5.89173970989108,10.4622779249568
"43",5.95445765481369,5.90643389764821,10.3887698114855,5.90115325960265,5.85209200958221,10.3629123987569
"44",5.92507748372185,5.88625543181502,10.3319460640068,5.89352260353781,5.83476841434745,10.3060302484422
"45",5.89750899793413,5.84481303632199,10.2800474691939,5.82726116995519,5.78100996079359,10.2431679205712
"46",5.83463339978808,5.80428226530545,10.2509890346493,5.80172647162116,5.76116062568131,10.2146348760311
"47",5.81893334707443,5.78556346869009,10.1632586574392,5.75241674731592,5.75694052516813,10.1443915306341
"48",5.80834114471682,5.76612047663558,10.0852860444006,5.72372432428272,5.7342628227624,10.039369206264
"49",5.74239821246283,5.70874471936294,10.0290178941907,5.6671469009412,5.69898221978549,9.98703034856901
"50",5.71578659287079,5.70331354542193,9.94756102475282,5.66147856312096,5.69693532837892,9.90884922048154
"51",5.68043692904431,5.67547638722536,9.9066510427062,5.65583355193704,5.66540888866853,9.87842581218181
"52",5.66344737432203,5.64789414275165,9.89164473673488,5.62616970111226,5.63932633530342,9.85342682969487
"53",5.64497400663933,5.63603617559499,9.84615255864412,5.59345184460405,5.62561012926939,9.80955704668389
"54",5.6252856009744,5.59665958888182,9.82705758236048,5.57646444413078,5.58234387367335,9.78073368205388
"55",5.58292652750912,5.58147650202249,9.78034531967312,5.55893621610774,5.5594256901088,9.74625743506676
"56",5.56972895247743,5.57927715361509,9.72481834271145,5.54271631439904,5.55224239492618,9.69642390983931
"57",5.52928474711588,5.56078859035877,9.65475857327751,5.52398606890438,5.53125221197859,9.61442361655052
"58",5.52727044903012,5.54593261098412,9.6119810462611,5.50874552181492,5.52442529113489,9.58051212618615
"59",5.49947479077904,5.51932159135702,9.58787967653583,5.48052213923524,5.49276518434547,9.53704706081327
"60",5.46898426157948,5.4961431938816,9.55296139884974,5.46284719213631,5.47216364357663,9.5273408840024
"61",5.40628884706841,5.48024863098694,9.52578569921907,5.38094615877438,5.44891264178221,9.48566619800221
"62",5.3771043789437,5.45937217134152,9.51803505630392,5.3581678422491,5.41498400328722,9.47182505591388
"63",5.36262604949896,5.42477968485375,9.45676284745925,5.33966991105939,5.37434730041731,9.43328380685926
"64",5.33627655146995,5.40432034361851,9.43137900495121,5.31517640938114,5.36235115674146,9.40135086736108
"65",5.31814215458682,5.39379781804956,9.37408559211136,5.31031565713025,5.33480255898354,9.34054674237992
"66",5.3125900986863,5.38294490342199,9.34117266962965,5.28342829867083,5.32884243572708,9.31647923819155
"67",5.29388330587036,5.35892433188462,9.2979509190935,5.25993392857623,5.30859389400219,9.2663448360145
"68",5.28109438540764,5.34174729930821,9.26030632487971,5.25826903007453,5.24705440881582,9.22322220637953
"69",5.27571081019315,5.30637244333796,9.25681771193912,5.24984564856233,5.23798159157562,9.20901680311877
"70",5.25078286044839,5.28106915792451,9.21597779200045,5.22295400542248,5.23388231870402,9.19434126035442
"71",5.22903200194048,5.27922931894527,9.191035034906,5.17838579263909,5.20363919965709,9.16128078830921
"72",5.19436604120704,5.24197650013482,9.13803928192175,5.12440751500554,5.19468612276142,9.12712479362791
"73",5.1460869096156,5.23064883797421,9.10469414684326,5.09596862720258,5.17721712453613,9.06776228121626
"74",5.11615571977934,5.22527467446276,9.03993852493731,5.08511885200689,5.16062986285542,9.02278917998652
"75",5.09769428492298,5.21500525546403,9.01212647514607,5.07549353375739,5.13809978049579,8.97630146769455
"76",5.0936199163907,5.18834874313786,9.00936029637381,5.05524680873987,5.12559669653327,8.95993876098351
"77",5.0686656663808,5.15994312393058,8.98806700851968,5.047183376534,5.09758666912013,8.94890475787765
"78",5.06457581872006,5.13830140078278,8.93458199607855,5.03558844423358,5.08944402615583,8.90776686198165
"79",5.0384724613212,5.13407447696751,8.87946909381156,5.0179956590454,5.08108552963872,8.86195107929992
"80",5.03752389503318,5.13307709738458,8.87432933047969,5.00990366923113,5.0754870671478,8.8309834178372
"81",5.02413161395229,5.11331045094325,8.85985039374052,5.00383012068693,5.04090355461849,8.82603586395985
"82",5.01177870713285,5.09524724039336,8.8126109789793,4.98472004919431,5.01777087823134,8.78479312350849
"83",4.9970030306716,5.08324579392157,8.79793753665856,4.96560468911238,4.99926130146678,8.77341505231743
"84",4.97347627260993,5.06938945789466,8.7407108710693,4.93149709294926,4.98988272072488,8.71200318553133
"85",4.95400979788236,5.04807433484911,8.73273227521064,4.92125118347651,4.97057206886261,8.70207777816625
"86",4.93772200020537,5.03121968611052,8.69574927772744,4.90883863774657,4.95026063683676,8.65312947086605
"87",4.92254734208944,5.02590863015231,8.68357522527869,4.88584522759827,4.93878505987972,8.64304168820022
"88",4.90872275891245,5.01705532171218,8.63180138723211,4.87587525086937,4.92557446004633,8.58967276491865
"89",4.89418426252236,4.99631258915077,8.62693949531047,4.84788163672386,4.9025366858064,8.58329986692415
"90",4.87369739756942,4.99510391622209,8.61509114653262,4.83759122663909,4.88376742580269,8.55826729356963
"91",4.85143711399538,4.96387255986704,8.54870969281648,4.82525325774919,4.86238176296037,8.51145651481677
"92",4.84400170905691,4.95769433975401,8.50540268679668,4.81511566252959,4.84691937014369,8.47628709344141
"93",4.83194921849723,4.93766245376083,8.50145012941566,4.78031731397517,4.84570881655178,8.45380544409389
"94",4.79381856183436,4.92904985576965,8.47659295311245,4.76379995976896,4.82216925164236,8.42775423037386
"95",4.77171490816464,4.90743721562367,8.45109804894057,4.75302245358285,4.8198619663073,8.40276209849648
"96",4.76407571178875,4.88622239794584,8.4184592256042,4.72990192518779,4.80094736168546,8.38435306662384
"97",4.73155603413795,4.87386310300888,8.40435291398685,4.70552210133305,4.79601391074368,8.3536056620346
"98",4.72261582457383,4.86230824038832,8.36488124448475,4.6879382682661,4.78918327927911,8.32908575527686
"99",4.7159033665446,4.83646226665094,8.3517496487446,4.67655295617084,4.77384261447448,8.31000264298888
"100",4.69829737893268,4.82353187938078,8.34235142123045,4.66599386249492,4.76410278308231,8.30060470316413
"101",4.68254229676595,4.81973542146673,8.30571942652954,4.64967769308868,4.7491236800329,8.2761642922665
"102",4.65692589982593,4.80805047789712,8.26574079313696,4.64260300062216,4.74408934507516,8.23714700597952
"103",4.64980045805035,4.80046909272932,8.24233901284555,4.63740513758053,4.73274703241546,8.21382414541866
"104",4.64239980331531,4.78875146183382,8.22262991499607,4.619398870741,4.72087504133453,8.19861137776842
"105",4.64030345765127,4.77957569096838,8.17604244775718,4.607835374407,4.7027472849766,8.15463436599933
"106",4.61168646638788,4.76461160302025,8.16718469875591,4.58950978216796,4.69842361599754,8.1465033951204
