"","test_residual_our","validation_residual_our","train_residual_our","test_residual_our_modified","validation_residual_our_modified","train_residual_our_modified"
"1",10.738826218003,10.4912182542719,18.0675406364995,10.7379285469117,10.4658092087684,18.0677887246541
"2",9.38418394257324,8.75387433870828,15.1133475996198,9.38332807626651,8.50259629511121,15.1112582601243
"3",7.5159470873113,8.51321689553454,12.1753085135101,7.49035451487567,7.75297250232216,12.156579770078
"4",7.33288235569154,7.75779634129836,11.8825705589471,7.16109326193921,7.1859244287942,11.8648174177519
"5",7.14993032006942,7.51168013002646,11.7854830675151,6.96834784270451,7.1273515553131,11.7663483733188
"6",6.95413065705305,7.27034237929804,11.7588235196643,6.85842963769313,7.05341804898894,11.7374643074176
"7",6.88726327001849,7.17833963952222,11.623570580936,6.84295077447793,7.0198184839319,11.6074857476051
"8",6.78724901249308,7.1045843982423,11.3791011376852,6.73150198076736,6.94897436776198,11.3733905380497
"9",6.7529533093612,7.0697746980932,11.282582269144,6.69332024146521,6.88744564364569,11.2697316201588
"10",6.70115104446289,7.00971693200117,11.2174894780737,6.62793370441141,6.69915831696124,11.1939806524925
"11",6.57985334471508,6.91205934698804,11.1895836747414,6.50830189405237,6.55299702951341,11.1629672525696
"12",6.55771195788705,6.72414659909207,11.0609153026189,6.46005273660106,6.43091878383937,11.0469543013788
"13",6.54298035913896,6.56938078689068,10.9498013121634,6.39809252799122,6.35024344696195,10.9271318418245
"14",6.4954328761673,6.48322158104525,10.8200548104797,6.38323639890831,6.26437468593469,10.7943574736206
"15",6.40423662902211,6.37314997714763,10.754997994384,6.34260914108227,6.18456166532622,10.6863298678628
"16",6.39228637366605,6.30653676796173,10.6534231642766,6.33047805478472,6.13557679709821,10.6229069605611
"17",6.34352274593622,6.22687950476282,10.4508917975751,6.31618603060951,6.11958894237106,10.4331645389955
"18",6.32921932386446,6.15867036580997,10.4258340773434,6.26683369602733,6.10891148677838,10.3888121497155
"19",6.32182306874355,6.14752442196208,10.3724696124763,6.20109187069368,6.09412915715071,10.3559334410952
"20",6.27155600496348,6.13476441453308,10.266393182496,6.19505963283477,6.03744556353239,10.2492991049661
"21",6.21679113376462,6.12790836697505,10.2318805412784,6.15003588100675,6.02264613756109,10.2196554149294
"22",6.20461642111038,6.09499497255746,10.14516022797,6.1153610696995,5.94297550709318,10.1239717334962
"23",6.16375058355677,6.04090853583394,10.0773018344593,6.09417357805996,5.89843095920168,10.0558029526111
"24",6.13008700994037,5.99065022475041,10.0586215330915,6.0723464770973,5.85791658700751,10.0149886862037
"25",6.11760513496155,5.95588687712803,10.0111788710826,5.99618185783989,5.82949335574873,10.0060512929312
"26",6.09479003255665,5.91808826167441,9.96441244902164,5.97971512645732,5.80730856118679,9.95411258228067
