"","X1","X2","X3","X4","X5","X6","X7","X8"
"result.1",1.02052371683525,5,1.00201146647209,5,1.0097165319573,4,0.990666685374121,4
"result.2",1.32628665801016,14.4385073128698,1.22615979782701,15.6797810210688,1.12452075999228,4,1.0724119747397,4
"result.3",2.83546443315426,44.4183696497502,2.65143778806367,39.9606652169603,1.19903957653395,4,1.12763342797058,4
"result.4",3.76341676119721,48.6986653298415,3.89482045342122,52.6984738178183,1.30246805717428,4,1.25377723641644,4
"result.5",5.71626086425967,54.3624670009073,5.65005796123879,57.8338395826919,1.38836722550658,4,1.32974203191723,4
"result.6",6.31769785473862,56.4243998261821,6.11978249367798,54.1631165912982,1.45907055322404,4,1.40757705215579,4
"result.7",6.73098291098721,57.1167176454563,6.43609076485357,60.0437738728634,1.55449581422838,4,1.49195771877963,4
"result.8",7.117128729799,56.3026631589072,6.82882085038798,58.0988314177566,1.61789429962713,4,1.57857215711758,4
"result.9",7.26806982861799,56.9218108476393,7.05474025715072,59.0978071346467,1.67966274776253,4,1.64319970170258,4
"result.10",7.41486490370757,56.9258075310759,7.19591135312128,56.644905969692,1.74178084688862,4,1.72266754586474,4
