"","test_residual_our","validation_residual_our","train_residual_our","test_residual_our_modified","validation_residual_our_modified","train_residual_our_modified"
"1",11.1991125591722,12.1737359223868,19.6305462079405,11.196860092142,12.1541859055371,19.6168027591773
"2",9.8612076610198,10.1804330795086,17.7420153775087,9.82036261807565,10.1254196630223,17.7357169840115
"3",9.59776223800211,8.41479244723818,15.6568108567768,9.59374611184177,8.4079878542904,15.6422490367399
"4",8.50953898694147,8.22392686394365,15.3991959182536,8.50014346779597,8.21622766955496,15.3538123591905
"5",8.39573783992014,8.03127143351715,14.0983578348346,8.38418481003299,7.99750743209326,14.0944050150029
"6",8.37806527304626,8.01414868571632,13.8661511919402,8.36980864200044,7.9541475372297,13.8622673446502
"7",8.36288968236385,7.90001175340475,13.7985523058093,8.35254278235013,7.8913814041641,13.7933726147951
"8",8.13888456097309,7.88864082035786,13.5054526267232,8.09913917794881,7.79939267665501,13.5039429793648
"9",8.09558979598954,7.77381792255893,13.2841471251466,7.96821722321409,7.65526740260606,13.2815170947962
"10",7.83327221013062,7.66590030435145,13.0520170421402,7.79453042510906,7.61213653554475,13.0399517116852
"11",7.7410590630104,7.62734460162294,12.8923203061178,7.71492000137196,7.54227234258866,12.8872154343965
"12",7.55446614829343,7.5540398628558,12.7201113085782,7.50208198390861,7.44952402177358,12.711206695462
"13",7.36197411182327,7.46497947081013,12.5019998548696,7.35544898483986,7.41378789524277,12.4963049427864
"14",7.3351486284004,7.42475734984713,12.3846511546867,7.32773691955325,7.29720292385426,12.3705451421581
"15",7.29482597305604,7.31536483536718,12.2630251373243,7.29121864385182,7.28772201805705,12.2508204191933
"16",7.21350165939556,7.30361306968785,12.222661454995,7.21165687270158,7.1510916224686,12.2016692775369
"17",7.16000830788998,7.17097294266409,11.8529405867218,7.15578936169827,7.1097502979164,11.8482256106757
"18",7.12770803939898,7.15563177374352,11.6576644196858,7.10455256751933,7.0446657513501,11.642906338682
"19",7.07621537529234,7.11711100943606,11.5297505821642,6.9565869104488,7.00453526356604,11.5214980094944
"20",6.96414712928553,7.05679391477003,11.4314238103551,6.80174092281601,6.99039988877768,11.4252983822327
"21",6.82742880108084,7.02330744090887,11.2932240983821,6.66338845212424,6.90184052354011,11.2853497298425
"22",6.71782685755642,7.00422183888327,11.1504571733653,6.57658448296305,6.82786245907336,11.1429827028327
