"","test_residual_our","validation_residual_our","train_residual_our","test_residual_our_modified","validation_residual_our_modified","train_residual_our_modified"
"1",11.6673136680827,10.8991043657085,16.9150211882397,11.6650258394689,10.8741587414423,16.8940926541305
"2",8.90132355547277,8.79894800052077,12.2158538099561,8.89568037817731,8.50933814267701,12.1387494322747
"3",8.77138090288303,8.76930905394288,11.799147576896,7.88439987199114,8.37653141682912,11.773216993149
"4",8.00336736820982,8.65626429297199,11.5271384586803,7.6156192997311,8.14030660097318,11.5038382960996
"5",8.00087247069955,8.45811858407375,11.3253381135952,7.08765998680386,7.69010719059096,11.285526380986
"6",7.79678496081075,8.35052461313138,11.0497131053087,7.04334088666583,7.59815355372156,11.0206647614596
"7",7.60087768904849,8.27480628911677,10.9102195051903,7.01208711711739,7.17185840348578,10.8779203058348
"8",7.56757838882633,8.18714489752533,10.8574598689155,6.96072189774359,7.09425043420837,10.8249295707471
"9",7.37845340945242,8.00316618768317,10.6770558878571,6.90640556982441,7.07115613209689,10.6420552491175
"10",7.32313753556379,7.731912699404,10.6104598535872,6.8870489962677,7.04423078911325,10.5697110058546
"11",7.28854037108759,7.55332094755045,10.5942918552369,6.7971511941716,6.97323070531302,10.5383761706639
"12",7.12838236796394,7.39034740188541,10.5697496057324,6.71487367750241,6.93315859124125,10.5068006555743
"13",7.07582491563967,7.38390543121437,10.4006085089583,6.68741016893394,6.88910284669774,10.3480232761442
"14",6.96887645274242,7.28050527057727,10.3113170314689,6.64112837174104,6.81600839305076,10.2642904901006
"15",6.90494836217622,7.10713078552661,10.255294677358,6.58702224062408,6.68353956169769,10.2281431390419
"16",6.86212295887269,7.09639340572412,10.1196187193948,6.57221131272324,6.6357152280863,10.0958870142762
"17",6.83111883915944,7.0379612776433,10.1146757739732,6.53024032682768,6.55520418229164,10.0095148361318
"18",6.80214898185797,6.98013468203769,9.93233248273866,6.45472780628525,6.54960098684758,9.88344789144738
"19",6.75861988384681,6.94810903028962,9.8359979435016,6.42485532073827,6.52851781229539,9.78222533313063
"20",6.73844691923331,6.91219256245717,9.76805935626518,6.36442086483816,6.51272311843586,9.72015014895772
"21",6.66034082833919,6.83011307034788,9.69380378884475,6.30822770883254,6.49018112150639,9.66546897564578
"22",6.63042016625366,6.69449118188519,9.59462282452337,6.27925335301726,6.47699969678526,9.52128912168919
"23",6.61253500511007,6.65677175228216,9.53447581579449,6.23338846331175,6.46686780251558,9.51277594741999
"24",6.60025587983461,6.64611160008299,9.48969874596743,6.19503937680905,6.44004133895221,9.44422131503686
"25",6.51779273430494,6.60563264218555,9.42992069606018,6.13067634719369,6.4336452253905,9.40979046697329
"26",6.51015682362347,6.5358548889567,9.40660686857066,6.08288445835112,6.40533310803638,9.37938703266198
"27",6.49661322310741,6.51615242352817,9.35176045989174,6.06994781027421,6.37208606942183,9.25114327739807
"28",6.46038086710497,6.49923262166577,9.24558833389002,6.03810056764181,6.36169417529747,9.21287320810333
"29",6.36912466859158,6.49585065183901,9.13441362766722,6.02544643552683,6.2320250408332,9.10328173879676
"30",6.33656212992358,6.48972937819469,9.10572606239121,6.00539331048045,6.16798465941561,9.08025043535431
"31",6.31887209290466,6.41716044125069,9.06923790146077,5.97602897364544,6.06362904841596,9.02320164027797
"32",6.29028736965382,6.40727863297418,9.03272221396492,5.96432049921416,6.05469576875197,8.96983116111828
"33",6.25379834258397,6.33399554119306,9.00207721792839,5.94890749577209,6.03087578605622,8.94567922891061
"34",6.21227973131718,6.31581834468434,8.94142619543054,5.91398286148443,5.98609146210925,8.92202381849832
"35",6.16449960409593,6.24319725170787,8.90681832903036,5.89358762212658,5.90440014275382,8.86788025630713
"36",6.13216101382442,6.15923668872061,8.8461193857796,5.85125537500217,5.80167751659914,8.81571674615009
"37",6.06664498069837,6.10762683051681,8.80173918529451,5.8320112377738,5.78011603524602,8.76427315143063
"38",6.05040991475122,6.09924516226334,8.75494078826534,5.81779552909449,5.73529297043961,8.71480985034587
"39",6.03110523068924,6.08508750664816,8.74143173574225,5.77186196785597,5.68314480637022,8.70442699270308
"40",6.02056333472905,6.05454732847175,8.69876208231203,5.73479555010436,5.65423764499912,8.64012454914059
"41",5.99592400593364,6.03350436053858,8.64737737578274,5.72576286259599,5.63071222232321,8.60616463898816
"42",5.98775461005815,6.01751149560613,8.57868847013805,5.71542017218247,5.61208886796902,8.54190094370423
"43",5.94623058340646,5.93716927499755,8.54702163164117,5.67149164110303,5.58620069146966,8.5195116299864
"44",5.92562236500662,5.90083152159868,8.4729261426733,5.66520523957494,5.57655096607181,8.44846899154423
"45",5.89864630959967,5.88131256788228,8.44881496300416,5.65579080085274,5.55005682438902,8.41977025575845
"46",5.87026400693564,5.82818993053007,8.39894349091287,5.62829157362299,5.52304500098945,8.36575891330547
"47",5.86138408097751,5.79950891464064,8.37067004260964,5.62407141245585,5.48861676770642,8.3380564895307
"48",5.85042120490839,5.76093715905589,8.34465441085193,5.61811750595618,5.47399858514083,8.31800479778974
"49",5.82079045413558,5.7520082859501,8.2931815792319,5.59327474977801,5.46737592462679,8.25091787178881
"50",5.81430712957422,5.71311741109226,8.27315939057369,5.56168015502909,5.44649691956823,8.23571254263083
"51",5.79900301163484,5.69713653505396,8.25478604953173,5.54815080693492,5.42769183243269,8.21222633744434
"52",5.7895864567679,5.67665299286368,8.23793669274557,5.5386329143221,5.41538481827712,8.18477228829146
"53",5.77151098779514,5.6713541158071,8.169478987024,5.52259185971427,5.38835065526721,8.11566727545189
