"","X1","X2","X3","X4","X5","X6","X7","X8"
"result.1",0.775070723180638,4.25068249101922,0.776204015506857,4.10438978079169,0.774177196779624,4,0.775292809736145,4
"result.2",0.773169787522227,4.20881021708994,0.774395000002186,4.12004435704823,0.772261285886418,4,0.773467106836053,4
"result.3",0.771809864715,4.35051214183503,0.773048065763513,4.19982035272587,0.770847062455172,4,0.772085795038408,4
"result.4",0.770784397016241,4.42960031160628,0.771865542602353,4.20163762570714,0.769779001253022,4,0.77084253040299,4
"result.5",0.770064948386974,4.43538427129082,0.771178423122832,4.12430438286347,0.769007507577647,4,0.770121195059793,4
"result.6",0.769667600087537,4.33917400023846,0.770758211521195,4.31295896645186,0.768579038931308,4,0.769633707735885,4
"result.7",0.768746428758173,4.33916346552864,0.769959416906559,4.28848145906041,0.767644797117811,4,0.768814026938891,4
"result.8",0.768398131844243,4.31433309631138,0.769613674498741,4.39691713175095,0.767252490099729,4,0.768429950123272,4
"result.9",0.767097994649088,4.29927022349328,0.768407011287873,4.54712033178623,0.765918558969699,4,0.76717841517423,4
"result.10",0.766819141968132,4.41739675945087,0.768123986665165,4.52670675990958,0.765595433843162,4,0.766877643759525,4
