"","X1","X2","X3","X4","X5","X6","X7","X8"
"result.1",0.871339795532566,4.45058615916348,0.871479975448973,4.60868218011988,0.870468267266375,4,0.870633362844177,4
"result.2",0.830427699452461,4.5267809760738,0.830485590541522,4.71680587392521,0.82964390076971,4,0.829732652829505,4
"result.3",0.815991679693023,4.46882249796731,0.815886994121365,4.70552351184706,0.815078763244954,4,0.815006282697203,4
"result.4",0.807048071729135,4.49887671599481,0.807706792760131,4.72369634506334,0.806054764885493,4,0.806720732650388,4
"result.5",0.799121098750257,4.46099907116125,0.80023171151951,4.8175739498866,0.798051910446913,4,0.799179039261055,4
"result.6",0.791865356419473,4.45150663529096,0.792994274767546,4.88038696306046,0.790765034764709,4,0.791892856402792,4
"result.7",0.786688038338315,4.45963828825604,0.788073605809366,4.63922750951787,0.785745463401055,4,0.787132736112035,4
"result.8",0.783008092421303,4.48825360314867,0.784251178923954,4.55630443870021,0.782084611588963,4,0.783319602783597,4
"result.9",0.779360425110688,4.48138468485115,0.780412401737875,4.49630373431253,0.778591703758753,4,0.779634909781435,4
"result.10",0.777433395757871,4.24061182492254,0.778570507463622,4.05281705409859,0.776611158030597,4,0.777732510442938,4
