"","X1","X2","X3","X4","X5","X6","X7","X8"
"result.1",0.767176418013022,4.40705949065876,0.768360204598108,4.53324330653695,0.765939027281741,4,0.76708736836961,4
"result.2",0.766869222813214,4.22802507106744,0.768286681144408,4.61789793898216,0.765597420350151,4,0.766947870544305,4
"result.3",0.766353917882893,4.19750226066674,0.767900778625455,4.63168175988661,0.765044001471555,4,0.766504255615575,4
"result.4",0.766312895133449,4.35242449686018,0.767965995197965,4.5253169570836,0.764945979229372,4,0.766520274158132,4
"result.5",0.766673022886231,4.66446700284458,0.768292412615217,4.6383831777517,0.76525901902897,4,0.766776206630694,4
"result.6",0.767223840537368,4.61571095187852,0.768941975782718,4.91982609308949,0.765784159364332,4,0.767393627505875,4
"result.7",0.767590035571189,4.64483310165473,0.769166892247724,4.93402411660155,0.766100886531056,4,0.767563777490252,4
"result.8",0.76749342636715,4.7365139419732,0.769208382358368,5.01527012692021,0.765945890213301,4,0.767571077221971,4
"result.9",0.76813306221725,4.90184014089097,0.769864676317089,5.21782836001656,0.766528887740824,4,0.768162024532874,4
"result.10",0.768580645328548,5.0256357317652,0.770309980656383,5.30050929690121,0.766936406315034,4,0.768571004058152,4
