"","X1","X2","X3","X4","X5","X6","X7","X8"
"result.1",0.931587411718455,4.7253342875219,0.887233391071677,4.541059637573,0.93078069395319,4.45866640290386,0.886417199224933,4
"result.2",0.896351562699193,4.62826799623479,0.850223386257443,4.27307290818818,0.895701482308149,4.62826799623479,0.849540530515239,4
"result.3",0.885433219686743,4.60893317531076,0.837929372130793,4.36334038262166,0.884621207719939,4.4589875431775,0.837066961623308,4
"result.4",0.883150516214312,4.6874421007974,0.83504896980512,5.27244009282025,0.882289862096762,4.52543811407595,0.834079610100494,4
"result.5",0.876863780184977,4.61624827057587,0.828305160230414,5.48116036204701,0.875899103610873,4.61624827057587,0.827267897479561,4
"result.6",0.87281459216967,4.75835429012501,0.823470662559179,5.4412061259348,0.871848186953734,4.64881917320984,0.822412749707323,4
"result.7",0.868508725044644,4.72594078627822,0.818960556204557,5.32831747631392,0.867503414652939,4.64881917320984,0.817833203700871,4
"result.8",0.868076925724171,4.49240802880414,0.817713731852974,5.1143287298793,0.866978209817962,4.49240802880414,0.816522757457636,4
"result.9",0.867279298413805,4.41943336354546,0.817283632626571,4.8463834024768,0.866174541739206,4.41943336354546,0.815997598805536,4
"result.10",0.865803169600382,4.51320495412288,0.816219768360731,4.82515866357642,0.864609641459459,4.51320495412288,0.814746571029887,4
"result.11",0.865471778402791,4.47557056047087,0.815949385788394,4.79678474050198,0.86416853307012,4.47557056047087,0.814351363613548,4
"result.12",0.864627891485779,4.56213329552334,0.815000268516025,4.80168334501308,0.863243618649487,4.56213329552334,0.813278064158665,4
"result.13",0.864415409832083,5.04708288280435,0.814899256330914,5.14771774878814,0.86287641376827,4.51899415881885,0.813038099119055,4
"result.14",0.863986061376542,4.92110405613102,0.81485133062284,5.20790423764635,0.862336411531046,4.64618095819311,0.812877040007396,4
"result.15",0.864171103724275,4.92237796267529,0.815503021985183,4.95765122550826,0.862305869634348,4.64881917320984,0.813371396302836,4
"result.16",0.865123283455373,4.90259902356323,0.816543780394193,4.73535287004675,0.863155351879293,4.64881917320984,0.814295923765711,4
"result.17",0.865745291910206,4.84155617292902,0.817271184681732,4.69122122460681,0.863634481917502,4.64881917320984,0.814928349889227,4
"result.18",0.867326903439103,5.17124118890376,0.819230499859136,5.27207108914658,0.865082804362708,4.64881917320984,0.816571470908428,4
"result.19",0.868345689531197,5.3937781178913,0.819944710855073,5.56157956594939,0.865861673600359,4.64881917320984,0.817159428155371,4
"result.20",0.869130727305496,5.52404817440709,0.820782564827404,5.96743999523191,0.866492456409215,4.64881917320984,0.817775258531506,4
"result.21",0.87002123526836,5.38257913170404,0.82158737418715,6.42934439302913,0.867281828085589,4.64881917320984,0.818446492792307,4
"result.22",0.871421703572413,5.92496171029926,0.822739421158901,6.17397414612796,0.868524709048382,4.64881917320984,0.819455002312951,4
"result.23",0.872816449735007,5.80545346775394,0.824431499385225,6.17753776864563,0.869826296606398,4.64881917320984,0.82101165234517,4
"result.24",0.874572403788778,5.79952152582235,0.826321796853505,5.97255010550555,0.871325402121319,4.64881917320984,0.822611290596817,4
"result.25",0.876692325075746,5.84195409927075,0.828625967739683,6.19457173408062,0.873243962428114,4.64881917320984,0.82479962995967,4
"result.26",0.878806521252647,5.81214820118583,0.831587074554773,6.42270817208795,0.874932154077607,4.64881917320984,0.827229586202125,4
"result.27",0.88080767228101,6.17924024935043,0.833892144571603,6.63989509484129,0.876727787266316,4.64881917320984,0.829341317750977,4
"result.28",0.883390292234354,6.1977882099358,0.83666584471646,6.62351101674504,0.879075446019703,4.64881917320984,0.831897142770075,4
"result.29",0.885444341436156,6.49471839813458,0.838618379357425,6.39426136727469,0.880973312142592,4.64881917320984,0.833630201946671,4
"result.30",0.887564396669824,6.41686147906897,0.840943708892415,6.58985537959884,0.882918442893978,4.64881917320984,0.835752429088283,4
