"","test_residual_our","validation_residual_our","train_residual_our","test_residual_our_modified","validation_residual_our_modified","train_residual_our_modified"
"1",28.0754365036296,28.3744254819065,60.402507407359,27.8739418421906,27.8442650484152,60.2459630981323
"2",27.2696643022889,27.1970222751978,58.802562366619,27.1429457655815,26.9524588513793,58.6033650638156
"3",27.1684551120545,26.6027785831585,58.1044344748695,26.6711258438896,26.3037266349865,57.9301976152757
"4",26.7643087765577,26.4100788719991,56.8609922945209,26.4746124476233,26.2622567746031,56.5023705608069
"5",26.5157171769009,26.2408689438375,56.0609617751394,26.3791634937709,26.0492078088277,55.8448413413249
"6",26.2092158147207,26.0231969829227,55.1928957399268,26.0699332185125,25.8969052772757,54.9557653897118
"7",26.0386070010448,25.9375737564905,54.3587371413572,25.96119585545,25.8324261995799,54.179752715936
"8",25.9040976651943,25.9000320697516,54.1568861988578,25.8326255182679,25.7923813587911,53.8508736453862
"9",25.8729269966923,25.7956934675738,53.6988337069668,25.7807729016966,25.7161154027608,53.4357228690966
"10",25.8287649512334,25.5845624193624,52.5933374279709,25.7059482650363,25.491232477485,52.5000054772033
"11",25.6853894175562,25.451745449497,52.5494126999619,25.6114211316982,25.3376220728567,52.3472866448091
"12",25.575310994834,25.3703007946312,52.0182443268297,25.4449374991294,25.2683053450582,51.8565858454469
"13",25.4035854593153,25.3313174995914,51.6909924065912,25.2845618081013,25.2575317682357,51.4900730965147
"14",25.2721899444997,25.2484270403859,51.4255521582305,25.1641805229201,25.1857066594882,51.2126041900167
"15",25.2090234930498,25.1941363808947,51.1383418130409,25.1007977271062,25.1227107069766,50.9632494623506
"16",25.1541841420573,25.1050933875367,50.7573513527876,25.0716983236809,25.0154335865121,50.647192504744
"17",25.0847617753735,25.0111645105344,50.5777167367667,25.0040902829415,24.9604043762126,50.3933299567929
"18",25.0637923984054,24.99247194718,50.4695366145549,24.9505669604219,24.8041131098537,50.2805881292101
"19",25.0306870347616,24.8446111344069,49.8256728628705,24.9348233175722,24.7351383015132,49.6997015167158
"20",24.9039351466985,24.7943715900764,49.7168585101076,24.8173961728165,24.7049542880314,49.6109355547882
"21",24.8997896613429,24.6870998843665,49.4074361030987,24.7326311528767,24.6587466734202,49.2519783475287
"22",24.7879096157888,24.6570086022291,49.1854707981565,24.7088837632909,24.6144290959326,49.0728146924713
"23",24.7107053288992,24.6081031944453,49.0820372761517,24.6302778650278,24.5539574678407,48.9130369114453
"24",24.671582421864,24.5577638949642,48.7771412870725,24.6062610179197,24.4817734968023,48.6018419731847
"25",24.587282655369,24.4645123888817,48.6430765478017,24.5265217653397,24.3969881717262,48.5426779769213
"26",24.5721024310425,24.4434209180829,48.5471796830976,24.5054566062747,24.3717502709247,48.3534902707753
"27",24.4591032161997,24.3613363360726,48.3706551278787,24.3643146535347,24.2842565486277,48.1954502137669
"28",24.4281546577555,24.2969209271885,48.2895628727224,24.3258829371406,24.2361889386314,48.1399469352762
"29",24.368873256515,24.2291272272994,47.998528518633,24.2538553097113,24.1752708994767,47.9276849323003
"30",24.3175803774276,24.2039991738038,47.9359828670162,24.2377580508351,24.1433273702325,47.7922673747737
"31",24.2678470183501,24.1779188459829,47.6784766880002,24.1830810958431,24.1308003669895,47.5990889461714
"32",24.169306098092,24.1543979106347,47.5088500925305,24.0591768682376,24.0808142829949,47.3809581889698
"33",24.1526360166976,24.1032056733816,47.4061161150851,24.0197529344926,24.0060096409521,47.3526554963746
"34",24.0496292541413,24.0424350264078,47.2594829104728,23.9894484912545,23.9441622329883,47.1183306860711
"35",24.0195193228295,23.9928202476071,47.1299370847981,23.9467986480246,23.9051333801135,47.0539870735722
"36",23.9457456445615,23.909275261649,47.0207859581668,23.884866977871,23.8570208591689,46.9146892706022
"37",23.9144575059483,23.8699739514969,46.9255431482608,23.857857780627,23.8158260246413,46.8076102789133
"38",23.850054383534,23.84198768983,46.6564894523306,23.7955049355617,23.7569621837873,46.5624629533509
"39",23.8200796018745,23.7828624842628,46.541099135905,23.730666846457,23.7111480730526,46.4859124264443
"40",23.7504193558364,23.748926044259,46.4516192034117,23.697345047518,23.6956864693249,46.3587599440626
"41",23.7227038962737,23.6851903305182,46.2726387419952,23.6526781893033,23.5939537073869,46.2152818214161
"42",23.6418412510429,23.6461707776148,46.1886097975364,23.5691320173191,23.5783066125644,46.1203968736405
"43",23.6319266434555,23.5789025346104,46.1599130208861,23.5500464076546,23.5233339552819,46.0861947287216
"44",23.6109134537397,23.5520907840771,45.9411180542991,23.5275753472664,23.4708878466449,45.8581877687107
"45",23.5427258112229,23.5486671362397,45.864867330333,23.4673620640017,23.4054193662574,45.7753154268505
"46",23.5294795240216,23.4531628941498,45.7121828481003,23.4184191519654,23.377644314473,45.600130529836
"47",23.469394982222,23.3798002417274,45.640929364035,23.4013312619587,23.3069460316896,45.4825834137097
"48",23.4192190641778,23.342445933484,45.5197911572948,23.3531814405924,23.2598488812231,45.4602611796383
"49",23.3706258487081,23.2917501073035,45.3287693909171,23.3305385270033,23.2531550788176,45.2969252214018
"50",23.351997858593,23.2778161331208,45.2873906742264,23.2910272759082,23.2155952462567,45.2291254131277
"51",23.3095999491651,23.2479818114052,45.2779371771595,23.2769433663634,23.1892304968984,45.1940545286869
"52",23.2772650255766,23.1946264929215,45.1409599639591,23.2285368806155,23.1611107885791,45.077010552375
"53",23.2461583889344,23.1761893621923,45.0631192306721,23.2118822566321,23.1007527732203,44.8896217538516
"54",23.1813529987007,23.1605258119031,44.9022223174809,23.1032366879048,23.0848324864316,44.865419895585
