"","X1","X2","X3","X4","X5","X6","X7","X8"
"result.1",0.788512614309148,4.40910254652535,0.776580709006285,4.1120767596536,0.78763095931985,4.25237508133217,0.775649484635863,4
"result.2",0.786669715792034,4.36823024901138,0.774798693442045,4.12656016171525,0.785777474293313,4.25237508133217,0.77385418887066,4
"result.3",0.78530934764815,4.57341655905488,0.773451043386893,4.21058344221482,0.78436573873091,4.25237508133217,0.772467017763005,4
"result.4",0.784326471393313,4.63785971786706,0.772338319874934,4.1657067215483,0.783341167105492,4.25237508133217,0.771293298310174,4
"result.5",0.783645636566766,4.64727484403397,0.771654623586393,4.10309712859377,0.782607159064679,4.25237508133217,0.770578566702176,4
"result.6",0.783285404586687,4.49500488611546,0.771295660762694,4.35249477665933,0.782203012914787,4.25237508133217,0.770151689674317,4
"result.7",0.782428322298655,4.50994689614599,0.770580497344003,4.32719506210487,0.781333521295309,4.25237508133217,0.769414112117061,4
"result.8",0.782142233544626,4.47184147679753,0.770245156974993,4.43693899866138,0.780998007461837,4.18102714932744,0.769038113475109,4
"result.9",0.780902275141296,4.46301165927427,0.769129409526948,4.56948921404215,0.779722476441812,4.25237508133217,0.767872721707453,4
"result.10",0.780594837155915,4.63538599691458,0.768835353466788,4.58251026505875,0.779370543329736,4.28443762684059,0.767553785178388,4
"result.11",0.781083131508612,4.61025495452126,0.769220959263357,4.56991686329751,0.779840198662967,4.18102714932744,0.767918202257137,4
"result.12",0.780820107790327,4.35544484090321,0.769230148719269,4.62983824704681,0.779540314003943,4.25237508133217,0.767856656787551,4
"result.13",0.780354803574618,4.37571886565487,0.768872580791611,4.65606722638577,0.779039607896289,4.23866627360534,0.767438575874225,4
"result.14",0.780387740904809,4.65036062408814,0.768968214174576,4.57262088524956,0.779005137778723,4.25237508133217,0.767473559490001,4
"result.15",0.780788857937728,4.75486077634321,0.76940208084928,4.87227442384584,0.779363409111379,4.18102714932744,0.767839671518501,4
"result.16",0.781308107926814,4.73978677355715,0.76995946683937,5.17787380001306,0.779824516132792,4.16314775327555,0.76834180331455,4
"result.17",0.781735041615553,4.78562844956598,0.770299044946375,5.19331683949245,0.780216992032629,4.20370784683741,0.768633777694423,4
"result.18",0.781709515213425,4.83037154070502,0.770489421112507,5.2449994492637,0.780147984345321,4.18102714932744,0.768795473012083,4
"result.19",0.782452468446358,5.05638041184918,0.771227764523983,5.54839829616163,0.780806504859403,4.18102714932744,0.769450019143052,4
"result.20",0.782950467460968,5.1851518430114,0.77170453212941,5.66062691324127,0.781259924455399,4.16314775327555,0.769878647524118,4
"result.21",0.783620091139933,5.1683985632247,0.772268321808018,5.97799160058321,0.781888024913441,4.16314775327555,0.770393914648936,4
"result.22",0.784465811751277,5.16520203766835,0.773015709178052,5.95364739896958,0.78268544456498,4.16314775327555,0.771110811039014,4
"result.23",0.78500871938652,5.10677997766419,0.773630299287435,5.91830762018692,0.783160045533286,4.28678223275167,0.771664670411034,4
"result.24",0.785802111232026,5.01220127208364,0.774523198027981,6.0146904147802,0.783889758062894,4.27416559547549,0.772469229638191,4
"result.25",0.786479698211464,4.98646792022135,0.775324407237081,6.1595125280493,0.784533216477474,4.19418614376552,0.773209509790381,4
"result.26",0.787345474853073,5.07061652856809,0.775935076835521,6.1835023421816,0.785334782422766,4.16314775327555,0.773768240767658,4
"result.27",0.788244658258685,5.13001682117713,0.776903233949412,6.26566282602139,0.786175948740548,4.16314775327555,0.774687966785106,4
"result.28",0.789023198928186,5.00829428812513,0.777801269032735,6.25361701794166,0.786897401381415,4.16314775327555,0.775530292158903,4
"result.29",0.789947251776948,4.95047944995721,0.778894963273681,6.29124037965704,0.787756955823131,4.19468999135953,0.776558080116533,4
"result.30",0.791096755310465,5.14249902229302,0.780016306475309,6.81979032683522,0.788846507981934,4.16314775327555,0.777581132663742,4
