"","X1","X2","X3","X4","X5","X6","X7","X8"
"result.1",2.64271125675627,13.9071075551269,2.63309727653542,12.0381710237237,2.05766689246179,4.94520568992072,2.03945211620263,4
"result.2",1.45763917468663,16.4342807745369,1.42965074286422,14.3752872755157,1.2345372358454,4.74291886485509,1.20082012024211,4
"result.3",0.914125103071313,8.45484863625894,0.868781239958176,9.7398274900056,0.900309568889893,4.57096279301553,0.853562370808992,4
"result.4",0.869127675670715,7.19382242111424,0.819197212138424,6.7282255989444,0.866638775715689,4.54017596530643,0.816609165519161,4
"result.5",0.864924431166806,5.20611324099816,0.815087643771721,4.35848273309485,0.863865818069206,4.64881917320984,0.814051065866272,4
"result.6",0.87203332517535,4.49032185566692,0.823537270020106,4.10496488894645,0.87120439168528,4.49032185566692,0.822684581167283,4
"result.7",0.883084309595891,4.6429022080323,0.835589585266763,4.19248496306119,0.882409149568196,4.6429022080323,0.834883240914615,4
"result.8",0.883094002371558,4.64384951455533,0.835633427275349,4.18598590929981,0.882418835476853,4.64384951455533,0.834926934734474,4
"result.9",0.89433782560212,4.57416134593298,0.847534190230945,4.31950576054695,0.893733408784919,4.57416134593298,0.84690593456776,4
"result.10",0.894414087215568,4.57467584739213,0.847633570057996,4.32062638568745,0.893806844738455,4.57467584739213,0.847001792802615,4
"result.11",0.89440902566718,4.57462052066823,0.847619856762049,4.32167474786573,0.893800838608339,4.57462052066823,0.846987340609789,4
"result.12",0.894398948497067,4.57447484852467,0.847591664155659,4.32388749917938,0.893789016711316,4.57447484852467,0.84695771945951,4
"result.13",0.894398959151152,4.57447536691396,0.847591663322741,4.32388931291299,0.893789025939873,4.57447536691396,0.846957716946587,4
"result.14",0.894398960686176,4.5744754415908,0.847591663203249,4.32388957416154,0.893789027269553,4.5744754415908,0.84695771658509,4
"result.15",0.931440857386753,4.72314522540473,0.887072726304609,4.5401278503545,0.930617060479615,4.45335852284898,0.886243510344668,4
"result.16",0.931440857879083,4.723145274674,0.887072726894029,4.54012781874025,0.930617060913458,4.45335858689956,0.88624351084899,4
