"","X1","X2","X3","X4","X5","X6","X7","X8"
"result.1",1.24263099272208,16.1233507576649,1.20975156206049,14.7947152545895,1.11213298577686,4.79345126347475,1.07563972433409,4
"result.2",0.823733608619507,10.3228005167984,0.77540396355659,9.14456014020788,0.821157620833166,4.47943444967023,0.772407874483591,4
"result.3",0.826354089699573,10.163555534939,0.778197898127313,7.48800760440158,0.824313668311977,4.31185701024506,0.776022400687884,4
"result.4",0.837807382223492,4.55534788955657,0.790301995070322,5.13480507109189,0.836655670326935,4.55534788955657,0.789015706012497,4
"result.5",0.853182467090117,4.64872082264807,0.806313961315963,4.66811682929265,0.852446583952811,4.64872082264807,0.805513031177596,4
"result.6",0.853301316100774,4.66334275152079,0.806428815240633,4.67866392299292,0.852554433010586,4.64063841925368,0.805614562579888,4
"result.7",0.863100794977752,4.62742613761603,0.815984036023572,4.69241246804585,0.86225957951248,4.62742613761603,0.815102111498986,4
"result.8",0.876782732102194,4.61126630970156,0.830588747110326,4.67716092820075,0.876054147440778,4.61126630970156,0.829843437607071,4
"result.9",0.876774396148515,4.61198554614278,0.830582601124686,4.67655174576247,0.876045426758995,4.61198554614278,0.829837126481582,4
"result.10",0.876770227858839,4.61230250361057,0.830579017276889,4.67628004961288,0.876041184467461,4.61230250361057,0.829833564064578,4
"result.11",0.876768531584883,4.61242411767449,0.830577502066963,4.67617605793233,0.876039471173017,4.61242411767449,0.829832070542574,4
"result.12",0.876767389503664,4.61250617544082,0.83057644608476,4.67610725195637,0.876038322847492,4.61250617544082,0.829831032370717,4
"result.13",0.876766466258619,4.61256995923584,0.830575629469517,4.67605257045642,0.876037392034727,4.61256995923584,0.829830227720749,4
"result.14",0.915705739513995,4.58230828368126,0.871591483478532,4.60083527471925,0.914888625374619,4.54149601100605,0.870752362030475,4
"result.15",0.915690089812414,4.58163596787779,0.87157573176777,4.60022234248631,0.914872306391291,4.54149601100605,0.870735687121501,4
"result.16",0.915685597155142,4.58147948676896,0.871571449137713,4.60009763430624,0.914867658174067,4.54149601100605,0.870731202639454,4
