"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",0.781877170770607,3.29200209765489,4.66776129807976,2.54480213934757,0.813084140507752,3.5285725933805,4.98584660483305,3.09718216188434
"result.2",0.781841312447724,3.29191663975527,4.66739042890117,2.80722143322508,0.813027152118785,3.52821079773697,4.98507614790695,2.68212509533021
"result.3",0.781717345455522,3.29111231217597,4.66797613618161,2.68862509379044,0.81285374208414,3.52710984846457,4.98273115994661,2.82336141872489
"result.4",0.781342422662534,3.28904180728802,4.66758941454684,2.54926739111505,0.812337407517199,3.52383137439613,4.97617504931303,3.13143027453345
"result.5",0.780205429884606,3.28208967656215,4.66440233789481,2.73444154144788,0.810800259421099,3.51406822243223,4.95709048494709,3.08632796344434
"result.6",0.776770023185674,3.26225413544106,4.6475585373386,2.26278530798175,0.807054679434804,3.49059580796749,4.91563630836387,2.7598518210843
"result.7",0.766860049403195,3.22074187257846,4.62446774595824,2.67602942655989,0.794710511851905,3.41196751984857,4.80281339272384,2.59337480217501
"result.8",0.751252831860496,3.1826561510152,4.63676405577614,2.46696158179218,0.765827745971553,3.23239186105135,4.60975326935106,2.48102663518364
"result.9",0.744917682916301,3.25274621098422,4.90785721600574,2.96434316896336,0.724526889159286,3.10156966571236,4.38915688310698,3.03877092996276
"result.10",0.91325615738621,4.2974809945685,6.31453631610855,2.89655223131473,0.823866528523783,3.97889218507342,5.41553119276014,2.66202781983961
