"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",0.539324018939224,2.92911165508118,3.78459474077749,2.36508176378657,0.546251910546474,2.99675924338216,3.86224411856728,2.15276208360799
"result.2",0.539263179014704,2.92874197193276,3.78411592390414,2.36507807353078,0.54620531451726,2.99636051501076,3.86162284694462,2.15275919319197
"result.3",0.539097460408022,2.9278502395099,3.78273148937205,2.3650477268717,0.546063574624138,2.99514761166176,3.85973180738077,2.15275039065296
"result.4",0.538567813869447,2.92390809105191,3.77665440179684,2.365192728311,0.545641964315454,2.99153966960246,3.85409606053104,2.15272411573068
"result.5",0.537007269326289,2.91463643791609,3.77114945657279,2.36501049574362,0.544642117568932,2.98271184978951,3.83860320138022,2.15262136182282
"result.6",0.53241567755067,2.88980346660518,3.75926457812983,2.07856816109939,0.541204696659634,2.95311317367244,3.79931208493529,2.1514818090639
"result.7",0.523449538579689,2.85071970988471,3.73442018477118,2.38538196549466,0.531576364233122,2.87128635356513,3.71128537225434,2.15167433835719
"result.8",0.522426863719648,2.9282198813153,3.88129900497625,2.53603479250019,0.511749315450921,2.7253998608469,3.47253738435805,2.19234545865762
"result.9",0.617585809285596,3.69740367622401,5.22958246951033,2.30311525032546,0.512149694207014,2.9810288552394,3.51772885872081,2.17793941052341
"result.10",0.79876909783246,5.30626475732913,5.58277108794015,2.34499450822649,0.772811900729783,4.99145273772583,5.1191142084245,1.72528562303708
