"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",0.667910625085666,3.13433480194899,3.86797137577032,1.87037869830836,0.678776428322258,3.1958728035268,4.19195705276425,2.69748331991657
"result.2",0.667816428661263,3.13386335222725,3.86542474088887,2.27073613654469,0.6787142860145,3.1954015638087,4.19114125115315,2.69748582618511
"result.3",0.66751479646718,3.13174807349579,3.86561730093158,1.8711129550326,0.678525263097488,3.19396782442993,4.18865823230275,2.69749344835491
"result.4",0.666570123273905,3.12696672087326,3.85972113143243,2.09444593303671,0.67796306509558,3.18970057761979,4.18125942052931,2.6975161067691
"result.5",0.663493633995763,3.10649344560174,3.85635158739992,1.86974857555484,0.676483082335706,3.17903187232392,4.16269347627889,2.69759983816463
"result.6",0.654426146933711,3.05264355588175,3.82691891504957,2.2725352313155,0.671897327317244,3.14390357698012,4.10722479134685,2.80439373845888
"result.7",0.639128275518172,2.98339299573822,3.82020293390376,2.08979470117598,0.659194256181811,3.04643745143795,3.93392953076751,2.65018845930411
"result.8",0.630389373494342,3.02447114193317,3.90870189072518,2.83538922033628,0.631801730577721,2.85741560710737,3.632599911884,2.9994485158082
"result.9",0.79255449584615,4.12647779360157,5.75337621648787,1.75526840923046,0.6193417780648,3.05851899254408,3.81175028771627,2.18337056366589
"result.10",1.02955793202655,5.84306014145978,6.53608137049787,2.11324772172119,0.859636806196746,4.76953512966649,5.35547202314427,2.09957600893532
