"","X1","X2","X3","X4"
"result.1",0.111344355048486,0.755201577798215,0.896891698103102,0.0912122595060052
"result.2",0.102124656124997,0.711136523322236,1.02637096741807,2.52421589919562
"result.3",0.0949220764813929,0.673574359877635,0.969191887262873,1.78674099858836
"result.4",0.127562994405045,0.850184996828759,1.11016022762922,1.7862903216966
"result.5",0.110352403170215,0.788324474114167,1.01821377557319,1.78498487856583
"result.6",0.110192309229388,0.769068899741975,1.29715771816955,0.0675176315266205
"result.7",0.105510012961896,0.717046859331218,1.34871280969123,0.079162169298171
"result.8",0.104613869626854,0.720908555746253,1.14394835506833,0.100583168787347
"result.9",0.119607363388398,0.82819672461983,1.12364883340928,3.56926527780724
"result.10",0.108088469336089,0.728562977281184,1.15996435507543,3.56977988854129
"result.11",0.11298088155759,0.803031091030395,1.21476290215828,0.0948559562042908
"result.12",0.122495231444842,0.832135555115871,1.26676861935375,1.78482675173511
"result.13",0.110258036332273,0.745283760574652,0.972614540113533,2.52556758781185
"result.14",0.105282796368347,0.729580507018521,1.40996946995843,1.78782441168275
"result.15",0.115442103706462,0.798878954081882,1.12604898308445,0.081427670382185
"result.16",0.123583172577228,0.851895743903865,1.16576299610752,2.52197321599004
"result.17",0.111436580189512,0.762351022745377,1.06660714548776,3.09316600188109
"result.18",0.097483723811867,0.667066994879638,1.01846728412827,0.0809541886316965
"result.19",0.123588725701147,0.876489892457485,1.31520915114779,0.11428937412243
"result.20",0.11668236922322,0.775641325318321,1.14339198186947,0.103519145732771
"result.21",0.128869654673802,0.863951924464231,1.26868793146775,2.52325023582699
"result.22",0.124957781117112,0.859003133347547,1.33573086164424,1.79056889009235
"result.23",0.133340072374866,0.898426709376228,1.07534402162864,0.120111513956606
"result.24",0.122441286652021,0.827448703114213,1.38571615068126,0.100728465958056
"result.25",0.104928434263223,0.707686346339995,1.36441496457032,0.0688668389164715
"result.26",0.114061416440625,0.79692634081185,0.951571234227886,2.52368713979732
"result.27",0.115462559006286,0.782239922390205,1.03492275705687,0.0967348040434869
"result.28",0.10883556902801,0.738301409190428,1.11086207738927,1.78614143359425
"result.29",0.110304256016477,0.774885414653096,1.08876679472193,0.11439637844871
"result.30",0.106957408242519,0.744001641402527,1.06154772474638,1.78707938357352
"result.31",0.121637440829888,0.827572435635447,1.52751240001641,3.09229172869849
"result.32",0.124971915734762,0.893673034109002,1.47255828174542,1.7848350416219
"result.33",0.121146097872969,0.830844069644175,1.37874356250367,1.78580582626827
"result.34",0.115602993048134,0.784060527853498,1.23185304413333,2.52405021698003
"result.35",0.100497489735498,0.697528055880711,0.964932373212618,3.99219115158199
"result.36",0.114781726455324,0.761559529837333,1.01307791590161,1.78698321869433
"result.37",0.105508174048402,0.787654700179947,1.84461850162548,2.52342604596523
"result.38",0.121723062118083,0.832028637588249,1.23313896528144,0.134176857500064
"result.39",0.11705818300553,0.810403376656137,1.57603155270318,0.109998059533038
"result.40",0.112361123569529,0.742749507976232,1.04809320880221,0.109904020025242
"result.41",0.124471541900205,0.855329591170327,1.05696117337206,1.78357934952255
"result.42",0.113743362387107,0.779494108702941,1.177032979258,0.0652083021444278
"result.43",0.126489732785098,0.84578639742618,1.45597908532546,2.52196408735576
"result.44",0.121955703496535,0.825716959013693,1.40270717516286,0.113392340982564
"result.45",0.118708548773557,0.787344404596395,1.08685482047372,0.0617441934208411
"result.46",0.0992836207155291,0.693413901854256,1.17231663268864,3.99294498147188
"result.47",0.106843723045503,0.751039122330493,1.01861607482371,2.5267686092139
"result.48",0.111340094890416,0.765875047950251,1.02093292812373,0.0524795844846741
"result.49",0.121656114009187,0.84792786478261,1.76692686817869,0.168164524188973
"result.50",0.111581961135651,0.74549323182595,1.00865062815275,1.78773236633026
"result.51",0.120782823346898,0.825212506636534,1.73384936192017,0.112874352386511
"result.52",0.110770478758707,0.762887032130058,1.11000692698982,3.57054312452061
"result.53",0.118813375343763,0.828868330159676,1.65776355011515,0.0753063252242023
"result.54",0.13357774384888,0.916650586724929,1.11021112339749,0.0678564829198894
"result.55",0.119771443649789,0.818879721760805,1.03764346254508,0.118874606498632
"result.56",0.115494504082517,0.811373647671349,1.42920969175626,3.09091665827253
"result.57",0.110464489119999,0.770258605688604,1.31752107343936,2.52812511689956
"result.58",0.130370770965265,0.872124294433479,1.16113972808062,2.52267152835463
"result.59",0.128794866979766,0.877139062375494,1.23265155066481,3.56761240249208
"result.60",0.119106115819075,0.843073482711531,1.20285382541732,0.143516469768489
"result.61",0.121270964740755,0.822632579043046,1.37925998176517,0.0875224737558006
"result.62",0.108140066739497,0.738167890174082,1.20942985301526,0.0952594372975751
"result.63",0.113840096782819,0.767774779084525,1.38651993846786,0.0457667874047771
"result.64",0.126560595879399,0.878180933497238,1.44298225677194,0.193518896424333
"result.65",0.116815686957822,0.781819480671374,1.22051994103742,0.100355714212025
"result.66",0.125154980692958,0.839270792048804,1.23702615775957,2.5234223494012
"result.67",0.120579632010008,0.826394197292269,1.20852674682573,0.153520677409613
"result.68",0.125129586998145,0.844113068537339,1.61422831709111,0.0986645235329643
"result.69",0.100684503232523,0.677513980261402,1.02453406766452,0.0555294953615166
"result.70",0.12175576146669,0.829409226272324,1.54735446625101,2.52040167438004
"result.71",0.112002009418115,0.756006689410388,1.02224916685264,0.0965636384239934
"result.72",0.092970012853961,0.643972270983862,1.17276440822739,1.78533140476132
"result.73",0.120789036817958,0.801271537339335,1.0130165085627,2.52268441643468
"result.74",0.119593166851476,0.827482938694996,1.57408217739227,1.78665029395045
"result.75",0.116167662432834,0.799925357561467,1.15322367522371,3.0923881693761
"result.76",0.126670551800208,0.831152062131465,1.06338206560067,0.0375416880613281
"result.77",0.120471692382706,0.831269929563296,1.26774005003563,1.78559136658568
"result.78",0.129187245381299,0.861870874580791,1.54453351366789,3.56625453664386
"result.79",0.110529641351767,0.739838584151897,1.21612118215178,1.78627488549571
"result.80",0.106256897494834,0.738314165118659,1.09429189033527,0.140079364787006
"result.81",0.123589149371293,0.824521462970647,1.06401121463113,3.56756468550636
"result.82",0.118446372435738,0.846958670002348,1.14882064341718,0.0911899621785985
"result.83",0.128507841346417,0.89334982841988,1.18567009254323,1.7836201813755
"result.84",0.112861922345983,0.780761706970598,1.02183232511792,0.0728320240166367
"result.85",0.131298784666114,0.879060606556996,1.18755738438956,3.56718799597205
"result.86",0.121794700443697,0.836756160508959,1.25959504143145,2.52388741459613
"result.87",0.11527252088308,0.787440883907806,1.26187059602955,0.124293546478178
"result.88",0.127290607355989,0.879725376226062,1.84151095399462,0.0808117546343894
"result.89",0.126597700070562,0.862869228485463,0.936568165615773,1.78501589346631
"result.90",0.135258767706324,0.919665405311501,1.22859961326227,0.141140556513157
"result.91",0.112798869820746,0.772739937009499,1.16643549367652,0.0679149977532644
"result.92",0.1234258132256,0.855114321754518,1.25829456384748,0.106268870752643
"result.93",0.130088271183411,0.886196618329456,1.08121381876437,2.52207635712565
"result.94",0.117910603196618,0.790535499649537,0.893241359668284,0.141404952663673
"result.95",0.118739514822485,0.792805494079165,1.25110681990198,0.0653143194541023
"result.96",0.120684678362757,0.822047247962155,1.09123301934326,2.52175906977912
"result.97",0.119422407403542,0.808675282473613,1.12668660533476,0.0801796490969977
"result.98",0.112808344529108,0.789200476168886,1.5381122236766,1.78608107864798
"result.99",0.106293877999103,0.711941252425894,1.29214300045817,2.52412069662974
"result.100",0.112700529517754,0.753116285018506,1.17064857321087,0.0868863431811138
