"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",3.05936032321926,8.9936097430376,19.4487640249854,2.40692885253293,3.77779196122032,11.6965933263682,22.7110244941639,2.44788983277351
"result.2",3.05869022128765,8.99125657254173,19.4427094882681,2.40692250625603,3.7755623079695,11.6870556216654,22.6827803592883,2.47034644830084
"result.3",3.05667939829454,8.98411990214312,19.4233714601393,2.40167075999219,3.76881707883747,11.6582018068091,22.5973471614254,2.44892873686157
"result.4",3.05082211574247,8.96313410570642,19.3715868212468,2.46363975565083,3.74828579494026,11.5712143347742,22.4191857693186,2.48132550837816
"result.5",3.03294987022363,8.89977721479122,19.2135068987167,2.46672218964825,3.69313494945808,11.3348813314557,21.9380928474222,2.44578330502529
"result.6",2.98244656760437,8.72450480010911,18.7685969753751,2.39306371496204,3.5495687300688,10.7266431519714,20.7155618053106,2.49073177572285
"result.7",2.85246040110859,8.30291355432046,17.5955407189077,2.48633230781259,3.26614238768759,9.58327566786497,18.5679406878388,2.47036393517829
"result.8",2.59907404034693,7.61181666548017,15.3887296196644,2.39740880959718,2.84081292248751,8.09675172113832,15.9022088542969,2.42579290112164
"result.9",2.26757009102782,6.97121029000905,12.9055762220212,2.57277581123158,2.32119977608481,6.80988083605134,12.989374978917,2.37545176711015
"result.10",2.28787518063783,7.51715033836407,14.0453205749992,2.5417307646504,2.0066160148864,6.35260594514259,12.7373849887297,2.44183620183614
