"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",1.90760150127924,6.55637278917982,12.7225621632759,2.70379896430783,2.37324049148914,8.45888693425482,18.5657169237842,2.52875205376872
"result.2",1.90732483892737,6.55549730179321,12.7203617035406,2.68186539812646,2.37270884060339,8.4559550800173,18.5623661712708,2.76084755979949
"result.3",1.90648543251291,6.55222156351156,12.7121269876977,2.60597426186263,2.369446250415,8.4402649083582,18.5164645997247,2.64851640387926
"result.4",1.90407423640078,6.54274760617317,12.6900219364158,2.69209153719044,2.35981303710339,8.39409635203509,18.3808836712575,2.65927497224062
"result.5",1.89661145218881,6.51551796289986,12.6169555061237,2.72154177981955,2.33193350283154,8.26122376255341,18.0004487545862,2.6934499419227
"result.6",1.87501406519063,6.4354188081359,12.4141265296302,2.51558590506082,2.25540131377536,7.90500474498447,16.9901357370003,2.62779618840089
"result.7",1.81599792262045,6.21829162466862,11.8982515013773,2.40177343965768,2.07348018403942,7.07960955157414,14.6871848438594,2.71107031825233
"result.8",1.68642490421524,5.81669646904041,10.9163343465415,2.71651517536316,1.74788115790344,5.75442808062779,11.1326420374666,2.82438963028806
"result.9",1.50959597632151,5.46763044613884,9.83579179145739,2.43514676585878,1.42282662567924,4.6114953709908,8.39209200022226,2.58679652096542
"result.10",1.63974369091229,6.19872978163479,11.4518611528302,2.59505779894578,1.39164998612215,4.91697948326889,8.17295068192803,2.77428463299279
