"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",2.61840873409977,10.5265211988195,28.577697658772,2.34262260835704,3.06282356066713,11.1613236903448,28.3031461982011,2.57214520317252
"result.2",2.61721444947456,10.5181697818966,28.5542203661219,2.34260442195856,3.05855149295087,11.1396128816765,28.2196180250341,2.57148659686537
"result.3",2.61413241537203,10.492612318826,28.4842404461329,2.38630644234879,3.04676703504984,11.0818729799057,27.9777590387541,2.60667245668239
"result.4",2.60224694499321,10.4094654211711,28.2529426103106,2.36107597496837,3.01118057421585,10.9019076374194,27.2622044272525,2.48835933434344
"result.5",2.56961980041197,10.1804200888929,27.5685729022137,2.49664952087178,2.9150666183419,10.4356849826865,25.4294570732944,2.61589524407328
"result.6",2.48573171067777,9.61723080437677,25.9404994189437,2.32043432267476,2.72588425450004,9.44327397377413,21.9305952638065,2.34353299473213
"result.7",2.29280786986313,8.44655837410914,22.5950730956539,2.31124532672261,2.36244666839976,7.81880455944831,16.3586843579652,2.44628411445644
"result.8",1.97005011952969,6.87366997938605,17.4418882136688,2.2236202475734,1.75189375111656,5.61978493925017,10.8102803894797,2.4777586230484
"result.9",1.52486938033817,5.14169927386355,9.87121213085567,2.56370970244364,1.39135730851144,4.63323996090869,8.52262609672194,2.58427030966163
"result.10",1.69798784101463,6.36563258560299,10.8324154642206,2.68764375534943,1.49382068907972,5.54862265713208,9.99418929405865,2.48319050857052
