"","X1","X2","X3","X4"
"result.1",1.68323160754316,8.56246110339177,9.34640882947012,2.62352839332112
"result.2",1.70201949067294,8.90593288126293,10.8314646048158,2.16918824286618
"result.3",1.73553549572517,8.90840168906772,10.2807293561208,2.35195694598312
"result.4",1.66404069643684,8.60618061421275,11.2586966052644,2.9274792580604
"result.5",1.66184986805012,8.84217095985384,16.425544510435,1.87485615801284
"result.6",1.65262619894684,8.43310149510265,11.0322276446545,2.3173445059698
"result.7",1.6985463601471,8.35419938078845,11.4439126685337,2.73967189638792
"result.8",1.78691952834873,9.07543800474062,13.0757723946287,2.04975437246743
"result.9",1.6699954131615,8.61210086077194,9.50648355794305,2.87064771120361
"result.10",1.67482374692603,8.59187346031205,9.65016204104564,2.51888196068171
"result.11",1.71289040736567,8.56101651742459,10.0628892537572,2.83639266763968
"result.12",1.62320057654627,8.50652204883771,9.82796338131719,2.73114839172197
"result.13",1.71798047178336,8.87350868208104,11.3908980489784,2.36244497960701
"result.14",1.73293692180087,9.02973133194382,12.172527966229,2.1951865343567
"result.15",1.72126463089726,8.80503962760679,10.8017151812712,2.30036238609543
"result.16",1.66738144839908,8.44788805296489,9.78388040639214,2.3254074423258
"result.17",1.69247201001774,8.82965607842803,12.5698958365988,2.48239594292335
"result.18",1.76949548696293,8.95922623040486,10.7797510510347,2.00935064480109
"result.19",1.69260185424658,8.83028004296567,11.8374975729369,2.13439395839584
"result.20",1.69620877740074,9.1844920720659,11.5878743303986,2.33119008091021
"result.21",1.59664499393235,7.81422420645894,9.49864146180328,2.18446010737602
"result.22",1.6846189649207,8.87226059228491,12.6912801506098,2.17298653021212
"result.23",1.6236940697871,7.87350544397473,10.8422560210431,1.86802079949858
"result.24",1.70476807913085,8.77806494920957,12.9237573516761,2.69198649389635
"result.25",1.74115397668596,9.01979968707194,12.9904989678318,2.55653623830093
"result.26",1.6871844185466,8.50532746858782,10.2169021293071,2.44020192751862
"result.27",1.6767221077176,9.00758499805714,10.9391816474694,2.3775528443218
"result.28",1.70932361752869,8.87182013208037,10.8578808044774,2.90194537251688
"result.29",1.72083725810487,8.80467413902016,12.2386234386087,2.01125077783616
"result.30",1.6808391403906,8.62503625324896,11.5511623133173,2.64620736866218
"result.31",1.62107428426115,8.3224609011459,11.3291430356318,2.25637162909416
"result.32",1.68168726862978,8.55570717423867,14.4763367368494,3.04028235759032
"result.33",1.70007403069387,9.20125218024544,9.46005844222032,2.24390531411637
"result.34",1.63512444397423,8.39394812972285,9.84130052633507,2.66816392421009
"result.35",1.75726577140511,9.17494674155209,12.9707434047667,2.18600536798445
"result.36",1.69155604372493,8.83522922181887,11.0029940133143,2.6626364077906
"result.37",1.76747337040621,9.26176250895143,12.6450344201296,2.16919536629759
"result.38",1.69479385691178,8.31869935792897,10.2596204116832,3.13357640666746
"result.39",1.67576635797601,8.85399633800198,10.1837554595785,2.2499502947572
"result.40",1.65386290656077,8.31179778059881,10.3011598422981,2.49587291381452
"result.41",1.649497454929,8.77538106340318,11.3016203975128,2.69700534360525
"result.42",1.70088954458167,9.04769196175122,12.5998961099424,2.85629040686736
"result.43",1.64705510299478,8.20740359758525,9.70282739466502,2.51157543129146
"result.44",1.68320676823805,8.63291506362711,9.80031403034909,2.49030111187039
"result.45",1.69418010025337,8.5886619621276,11.7764144896725,2.9808930536341
"result.46",1.71328058982738,8.89991805540005,12.2284379207694,3.04844383657612
"result.47",1.69814634129443,9.07342677441143,10.3694150109843,2.8485185983506
"result.48",1.74757360934959,9.10216899701827,11.7701638163169,2.48254030767931
"result.49",1.62403244967141,8.37113714652806,8.92198503574577,2.79493711560743
"result.50",1.74402638827831,9.3647188453953,12.5046054334608,2.53573239017169
"result.51",1.73362840242073,8.9506782697761,10.2989343653234,2.60368539893511
"result.52",1.62123810222907,8.21201150509519,10.5164914543873,2.17163401025821
"result.53",1.68800395878833,8.30323984183287,9.61435980370358,2.84651485729799
"result.54",1.57675680456906,8.07197547351905,9.49486602147469,2.07947056265908
"result.55",1.6305308550334,8.58236503804664,8.6814480491258,2.11572932975328
"result.56",1.74380658242178,8.87264175493536,10.6358001243305,2.02393936626469
"result.57",1.70673640870345,9.16195736188694,12.2984157645882,2.24998089404203
"result.58",1.62013579116258,8.15461650029678,9.90920725904965,2.50707853363705
"result.59",1.58941687501583,7.89346135424756,9.72942120560019,2.59605964939828
"result.60",1.67847847189592,8.5082728348288,10.5913538176146,2.13263713630125
"result.61",1.70885142290764,8.83852234433867,11.7271650901629,2.55166020082088
"result.62",1.75864694574501,9.30690379864618,14.5248219503222,2.26262670306884
