"","residual_our","residual_our_convex"
"169",5.97908664842808,5.9624754096315
"170",5.92935157776422,5.92854829215547
"171",5.89504287814956,5.88825178041794
"172",5.85887543992621,5.85896960292753
"173",5.82294709646341,5.81399969629906
"174",5.78377677739206,5.77137954828583
"175",5.74413041364088,5.73082080177174
"176",5.7062121473394,5.70663103039526
"177",5.66640196311102,5.664098544743
"178",5.63500623221053,5.63445171073785
"179",5.59731710460879,5.58713572359255
"180",5.56083020368245,5.55044067897939
"181",5.5230736394573,5.50823811997386
"182",5.48228923667302,5.47393515975178
"183",5.44830709172461,5.43537417600882
"184",5.40742420618182,5.39999560356606
"185",5.36482514382565,5.35369959895378
"186",5.32764731679135,5.31927354128305
"187",5.28797785672567,5.28709122930882
"188",5.25303885198158,5.247399024176
"189",5.21825043720891,5.20332549999832
"190",5.17764894139346,5.17178734384663
"191",5.13827439246638,5.12914349807076
"192",5.10203601114476,5.08987169071317
"193",5.06775898665588,5.05956279400393
"194",5.02026694955792,5.0100296554535
"195",4.98494130222234,4.97607122360676
"196",4.93888556803973,4.93320456814413
"197",4.90181228672667,4.89730250768664
"198",4.87246946254045,4.86489895890528
"199",4.8258222881191,4.82628489288231
"200",4.78311795811167,4.78309574255894
"201",4.74582013772082,4.75142141164681
"202",4.70665057618334,4.70946508610996
"203",4.67360682727185,4.65473790594388
"204",4.6324647908472,4.62565143405664
"205",4.59161555817459,4.58685297542278
"206",4.55775457254908,4.54576386285012
"207",4.52509486328694,4.51265212027366
"208",4.48679403480323,4.46816918594831
"209",4.44391038686029,4.43717942335784
"210",4.40834233796291,4.39744369584923
"211",4.36655074071391,4.36075885806284
"212",4.32278089497361,4.31345072702114
"213",4.28531679288132,4.28566965781229
"214",4.24946512801106,4.23625502895919
"215",4.2022628139211,4.18962177508952
"216",4.16902615110612,4.14826430408283
"217",4.11990840000788,4.10947464553338
"218",4.07300358804849,4.0689751509002
"219",4.03818540154997,4.02971779862332
"220",4.004143378885,3.9848631403323
"221",3.96221738652476,3.94187890151214
"222",3.91814696061134,3.90536968110076
"223",3.8830114572955,3.86712707585117
"224",3.83742994255184,3.82640826863235
"225",3.79744211530338,3.78129180250911
"226",3.7569358519761,3.74444609712347
"227",3.71464431266358,3.70249333756937
"228",3.6670840453776,3.65717225984168
"229",3.62513059217132,3.61463627324706
"230",3.57156807519739,3.5699332684609
"231",3.52810920927237,3.52136955363345
"232",3.4850259326475,3.47660821117079
"233",3.43249376809464,3.42774255260317
"234",3.3793787380798,3.38137296302112
"235",3.33986237043775,3.33906545352466
"236",3.29521462388713,3.28768684655514
"237",3.24571417146717,3.22768732069699
"238",3.19215258554078,3.18593845603893
"239",3.13718907516599,3.14955698304752
"240",3.08876707955167,3.08726143559154
"241",3.01324828895344,3.00151357288156
"242",2.96262642503408,2.94716831337288
"243",2.90695894235399,2.89236028602495
"244",2.85622033386263,2.84068319055595
"245",2.80136309639589,2.78472346927803
"246",2.73938332362733,2.72770244508515
"247",2.67830466668969,2.65992333253729
"248",2.61121799057949,2.59576963158444
"249",2.53122847452758,2.5195227715667
"250",2.4237469632501,2.4096408215446
