"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",0.436747106023838,2.70611380627163,2.61310523458115,2.12291136354922,0.444900459489524,2.83715782382336,3.31870127181943,1.77946336561867
"result.2",0.436634982765399,2.70497022942889,2.61330017093996,2.12276774975351,0.444839347985314,2.83651541471932,3.31704615760343,1.7794161041024
"result.3",0.436313869497545,2.70215391058573,2.61168887743194,2.11893290695699,0.4446535243194,2.83456171880896,3.31200910822563,1.77927245349451
"result.4",0.435298183172505,2.69254114188894,2.61104638848691,2.12020326230919,0.444101416986712,2.82875442165175,3.29700483078734,1.77884616475877
"result.5",0.432223527845186,2.6662042372668,2.61609154386682,2.1202639001934,0.442655036570453,2.81333656088074,3.26532647271268,1.77760948365505
"result.6",0.423088207891511,2.59712819252951,2.635146182508,2.59759694637444,0.438253132102467,2.76759968171658,3.15439762538758,1.77472226118054
"result.7",0.413533138213608,2.57080900120228,2.66602551953501,2.11959015101692,0.426475897954253,2.64590199701456,2.81931201452866,1.76718815315335
"result.8",0.437933870019029,2.93860744833027,3.12778232421857,2.13273912897266,0.405643837040644,2.51718287869617,2.56989382697078,2.23121306119474
"result.9",0.563190910607547,4.10731331208042,3.89789177537123,1.93630542761444,0.448265059643525,3.21090965614102,3.28702470563545,2.22687074570539
"result.10",0.639047527285146,4.82456563060405,4.55481023390364,2.71058263795194,0.862981372000978,6.52086348433243,5.92178665094717,2.78312914724717
