"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",4.06830159342662,10.1063811844812,24.9616097352469,2.39379483571078,3.80771892552461,9.40177684039218,19.7117277243181,2.493921059572
"result.2",4.06807434621965,10.105688923401,24.9572670456997,2.40718243058346,3.80745605505516,9.40120543049767,19.7100323339875,2.48644271037661
"result.3",4.06734637536541,10.1034857454163,24.9442854661688,2.39043131737552,3.8066571424392,9.39946962284307,19.7048756010191,2.46513059881328
"result.4",4.06544588300096,10.0974911062088,24.9071189546293,2.39234835032528,3.80428698649271,9.39432712076485,19.6895403172942,2.3920934832102
"result.5",4.05971398542889,10.0799355800138,24.7934647875927,2.39224152364471,3.79730573856839,9.37924128521274,19.644048099178,2.4717412868621
"result.6",4.04252738691252,10.0276028833028,24.4513112456539,2.38715015887731,3.77801185344841,9.33808851589258,19.5168861468162,2.48611739045124
"result.7",3.99519187525517,9.88625107837127,23.5155596183757,2.42044784716099,3.72625796092732,9.23036795850231,19.1518455309231,2.39917292562805
"result.8",3.87626192619839,9.57622764985275,21.4342568490943,2.38481627264645,3.61386865926371,9.01319140638775,18.5035163512021,2.45092305444069
"result.9",3.6515979356159,9.23679742407905,20.057528950516,2.42981543207879,3.44006897465064,8.764402863637,18.1553597947208,2.44761422789533
"result.10",3.37248545706209,9.09272572300657,18.0982175347839,2.45034219679734,3.2482429629589,8.58424533076696,16.3366267712803,2.41846505582069
