"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",0.853110604850202,3.68905338934736,5.43543928374217,2.42804314803275,0.909456943599372,3.95040033231477,7.22316855073127,2.02000415155179
"result.2",0.852892041398397,3.68783637628,5.43240386029294,2.42813978650721,0.909190449234052,3.94896955576365,7.21832268209448,2.01994534280515
"result.3",0.852534842461589,3.6856349008589,5.43401903150627,2.42808054928288,0.908381474284853,3.94462820051615,7.20360079661076,2.01976805825718
"result.4",0.850652372430343,3.67524543792728,5.41582718341087,2.42949381855105,0.905990074549449,3.9318111009256,7.15998010245381,2.01925492923893
"result.5",0.844955458026166,3.64054152088831,5.35167579846694,2.44957062031108,0.899025164830539,3.89460416594155,7.03209998702137,2.01785480312921
"result.6",0.829241012093316,3.5387762024116,5.18336359109179,2.43786111406833,0.881431801681157,3.80074319814592,6.74782388092408,2.01504237800457
"result.7",0.794490648063687,3.33296142938942,4.73038468612152,2.43138947447609,0.836722584839375,3.56464877447855,6.08386244016963,2.55802891158527
"result.8",0.749323029832485,3.11267770488121,4.28224104676503,2.18746618752687,0.761550039940724,3.17678994262916,4.85882397546178,2.40617321951216
"result.9",0.885891512107281,4.2289251627729,5.35432447836812,2.83979227281907,0.73346046524288,3.346823568273,4.63779976723093,2.07394252905277
"result.10",1.08407768985368,5.37739890767531,6.38187635290345,2.54923859572758,1.05511545071917,5.25537123692616,6.15119732538819,2.22093585279469
