"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",0.396001831328637,2.70542191007124,2.41902765967585,2.07129531474065,0.395867899914792,2.71706841642806,2.54811332595799,3.1398247341695
"result.2",0.395955610857929,2.70484126163938,2.4166069578548,2.07147134233366,0.395815138636157,2.71647979321693,2.54771252853377,3.13982662254648
"result.3",0.395788163651292,2.70323356728928,2.41673015672706,2.07090035874692,0.395654725553103,2.71469030844876,2.54649238209233,3.13983235517441
"result.4",0.395314564151345,2.69807114737801,2.4117821118219,2.97914953908989,0.395330279070016,2.71095977135355,2.54693816040177,3.13983468378095
"result.5",0.393818678480226,2.68247854163004,2.39971800563444,2.97886039237625,0.393916657623006,2.6952248882558,2.53597218323138,3.13988508893222
"result.6",0.389074724704676,2.63710432111098,2.38338902998822,2.97849251444056,0.390235643875888,2.65390815981921,2.50783493764518,3.13997100132405
"result.7",0.376926606797668,2.55347793672765,2.45273891167785,1.9733121247671,0.380106466474567,2.54935418809681,2.41810948197825,2.98507499592101
"result.8",0.368918004436184,2.5478223985702,2.50300031764873,2.98153315487738,0.364110572646993,2.50652426572079,2.36499111314692,1.7999723777838
"result.9",0.420221881961068,3.03838492412635,3.12158529203083,1.76455651612184,0.42707510842458,3.40056058849364,3.10367979353319,1.75419346958339
"result.10",0.550873571564163,4.53720383341401,3.77851238032661,2.18294056330188,0.835042851460356,7.03432584766559,5.05853690227802,2.60046391137987
