"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",1.00264409180449,3.84402763892945,6.0039489837401,2.67454710331239,1.04337497055807,4.05993429677877,6.88577063905507,2.6526046998157
"result.2",1.0025815194866,3.84371145625026,6.00519628897925,2.38516219250551,1.0432811425631,4.05942399301983,6.88455782673332,2.68877232093935
"result.3",1.00241867323859,3.84290245017715,6.00215662579204,2.37362357956971,1.04299567870818,4.05787161217755,6.88086727127834,2.46977546742444
"result.4",1.00194675778334,3.84043430779612,5.99964327215418,2.60503065995846,1.04236527542713,4.0544329325241,6.87617785926288,2.50590982033895
"result.5",1.00054842530483,3.83265504393115,5.99513135760536,2.43753130607776,1.03983456822589,4.04068963046551,6.84338400794093,2.46895409416176
"result.6",0.996273803383656,3.81020187539435,5.97010030370342,2.60538629606306,1.03307263209315,4.00397823998802,6.76536541740334,2.5129733002294
"result.7",0.983881093014071,3.74694413866284,5.87733846600255,2.59298843759952,1.01346855570191,3.89870343138341,6.52101411950242,2.66414651566016
"result.8",0.955270567847404,3.61537779043672,5.65394871721275,2.77704011298859,0.966763483985054,3.65626346594898,6.13603952899115,2.65568710745942
"result.9",0.921780918752487,3.53264971786717,5.46957538040175,2.55317710389695,0.900862928299109,3.45578694187393,5.64480880417777,2.6179995966963
"result.10",0.962684800470211,3.99311617123856,5.84629604242537,2.63916068254204,0.984646193392658,4.22853730697592,5.88017171992846,2.76940797123781
