"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",0.597447224680144,3.02827533735929,3.88496652930129,1.61800741019196,0.599504313747734,3.05931551688989,4.10017059905214,2.56004185050114
"result.2",0.597400237545703,3.0279453986912,3.88444929716594,1.61802429058469,0.599456666352548,3.05891803598036,4.09998939057112,2.56004199613731
"result.3",0.597257963422182,3.02645768427311,3.88414206189333,1.61822522125615,0.599311724429658,3.05770885314476,4.09943781372136,2.56004243126528
"result.4",0.596850758434924,3.02302879374882,3.88273868847796,1.89171167365413,0.598880550628932,3.05411127213726,4.09779387015532,2.56004365509612
"result.5",0.595527836993198,3.01200573522791,3.87678542337694,2.6302053577065,0.597747567020996,3.04455137730768,4.09496058770356,2.56002557038237
"result.6",0.591582732909893,2.97912713381735,3.86244728212965,2.63054411389864,0.594229155775445,3.01510770870699,4.07916578793241,2.56002911360263
"result.7",0.579793519206696,2.8927475653707,3.84041734535174,2.96627789994108,0.584491059252255,2.93456517420868,4.03856650932821,2.56000553098098
"result.8",0.566149668015614,2.83654276050429,3.83478685541119,2.11937874963483,0.56336725484917,2.7883214532494,3.93217159352064,2.5468424885384
"result.9",0.55991781629892,2.91185811784913,3.87272591011277,2.38144415823028,0.559397799644969,3.00497142310284,3.81391158834961,2.23904048569734
"result.10",0.831764294401872,5.05288875353583,5.5811225498783,1.64170122450501,0.807700769688036,4.82144689635043,5.44758568822071,1.90519908896027
