"","X1","X2","X3","X4"
"result.1",10.3006730814696,49.14111476995,179.829891149811,2.10347241719447
"result.2",10.8007472037984,50.5698989864728,153.141243565722,2.10181525607337
"result.3",10.1447637756552,49.1826559917065,169.906005340812,2.11603601821144
"result.4",10.6241821885426,50.9683245798802,159.840143051475,2.13839629560307
"result.5",10.3568719906148,46.3179858516573,170.465862534215,2.10090878387706
"result.6",9.93373282885005,42.7775690942112,98.66113271678,2.11453100433068
"result.7",10.5531657469775,47.2244198708341,136.781403437795,2.08990723984121
"result.8",9.97481789554619,44.0074921648643,103.201256578401,2.07910013927031
"result.9",10.7161812048812,50.9657223254373,191.583150586887,2.13368138065061
"result.10",10.15386654156,46.0314704034134,163.506378243846,2.12041098590165
"result.11",10.3587487101622,47.6659573421552,132.331399050952,2.17855535834572
"result.12",10.4153140088402,47.6493948310746,215.820519619939,2.10290485946014
"result.13",10.2330083065238,45.5645171783253,153.761226383242,2.04893785552776
"result.14",10.2523270569077,50.4346678350138,179.99373718655,2.11751138062627
"result.15",10.6057974425894,52.2540743034379,184.769274177383,2.12524141331652
"result.16",10.2411729882411,48.8459091956973,177.838026642451,2.09957409606179
"result.17",10.3109285820261,46.21079234809,154.999392945635,2.09063263165424
"result.18",10.0212275220302,44.4076261319606,135.330760427361,2.11362367798042
"result.19",10.2940186625308,47.539665009702,167.365841996284,2.06051062987347
"result.20",10.3543179112535,46.2602547417047,153.914924311314,2.11573376983006
"result.21",10.2905313774757,45.2510787102555,121.249259122457,2.11676164070741
"result.22",10.2097319145753,48.0526344534727,148.174354624734,2.10352252714401
"result.23",10.0732239873595,44.174541578041,150.80474998947,2.01840783311643
"result.24",10.1666690073563,45.7861309904664,147.727346506365,2.08342476481937
"result.25",10.3743082426915,46.9587078756538,177.06240851105,2.10519642408146
"result.26",9.8927538926923,43.7495136274204,107.504373850076,2.14785872257819
"result.27",10.2813278279255,47.617294414686,180.345831550413,2.12489326746387
"result.28",10.1605825782084,46.9303868137367,177.788101829139,2.12276496360345
"result.29",10.5515453062729,52.2497501687666,168.424227994468,2.09630653262777
"result.30",10.2815723180943,46.0908977099903,116.810480815754,2.12921521476901
"result.31",10.243260777899,47.7370341579721,171.892746082534,2.09154797984898
"result.32",10.1734915261989,52.5458135638709,231.880129095526,2.13496335577339
"result.33",10.2961112066107,47.0423833304354,167.341519765425,2.09300913925169
"result.34",10.4303115302666,53.7218837099021,300.182493561513,2.09244189385358
"result.35",10.4744831470194,49.1069316026728,162.097603992569,2.11853414831306
"result.36",9.94929276236414,44.5768037172176,122.129480043476,2.10439413391721
"result.37",10.3539733528732,50.0403128747535,235.091809326732,2.10901928428449
"result.38",10.4804415589364,48.600066842124,187.838222991176,2.04678474146557
"result.39",9.80323485301428,42.1672946176787,104.197975143907,2.10405591962306
"result.40",9.75351579248138,41.1018662537608,112.39770981985,2.09171118921618
"result.41",9.91697234181156,44.5450270112297,158.281418415286,2.05424124247083
"result.42",10.0429581534471,44.0704888937365,126.086205202213,2.09118159773541
"result.43",10.3715356112216,48.9578456852463,158.892441500793,2.09031319700915
"result.44",10.2648641922546,48.4015364738755,207.240422616605,2.11563742376302
"result.45",10.5140412552297,49.8252277027028,182.919686129377,2.10060616758678
"result.46",9.89473290250576,45.5573632318649,131.264687054578,2.11137172060401
"result.47",10.3293887821132,46.2013068394888,131.529495978953,2.10393888620707
"result.48",10.0836898523088,44.6420646908269,146.727099913444,2.06242677948426
"result.49",10.1836387620965,47.3892679849516,154.277766332768,2.10794170547881
"result.50",10.6593096743044,48.4357219615214,149.228264128514,2.11942931384319
"result.51",10.6053998328356,48.431819794082,166.20549481897,2.09991439556093
"result.52",10.5634696439373,51.7098422655711,184.158299009646,2.06081382520726
"result.53",10.4897276600438,50.7794868918384,151.147057541417,2.13754216305037
"result.54",9.95487301205278,45.1011064285586,194.280568354838,2.06522737088602
"result.55",10.3491732306866,46.289115344966,174.975578638846,2.07461326430965
"result.56",9.97809269222893,43.7857370926375,147.974865874233,2.13593241978896
"result.57",10.2334421276716,46.4460618375008,197.731120603972,2.07597288210521
"result.58",10.2394187528586,49.6047304900752,190.435243335338,2.1103534506249
"result.59",10.8302758120997,55.5042422182235,285.319652068724,2.09184806549875
"result.60",10.1185477761987,46.6336829972042,149.476584948982,2.12784397838961
"result.61",10.7041303338152,55.3952239698108,294.85041980656,2.13027098888867
"result.62",10.5517108354552,50.3731574823604,189.048992641783,2.07945593463025
"result.63",10.0124850627223,45.8076419951153,156.995192497297,2.08883080223571
"result.64",10.4797785274849,51.9923922031388,233.321011047432,2.06777225287575
"result.65",9.81208492370855,43.8168748572385,163.92120681041,2.12327358232336
"result.66",10.4716001880173,56.8118068257374,246.877035620012,2.11463412724139
"result.67",10.43790051061,48.2733993808063,145.726984388114,2.11881997466078
"result.68",10.1320516495158,47.6405275106558,177.840510612659,2.08521829381186
"result.69",9.62930515121892,40.8337502341443,125.701491893492,2.11457809277586
"result.70",10.0740018783861,43.7409870653458,123.456304913926,2.15686398465608
"result.71",10.4287919273302,50.9249999271306,321.992714779683,2.10385455896438
"result.72",9.73892311911842,45.1051458788579,142.357829623369,2.06730128425858
"result.73",10.1030193924499,45.7647630887373,174.247060902401,2.15080247032886
"result.74",10.039654896091,43.2153662417679,139.367513067519,2.08789960524887
"result.75",10.1372129180407,44.7474204819705,182.538992075619,2.09298611352335
"result.76",9.93015959907471,42.4432194010387,129.163066602019,2.06378807944306
"result.77",9.87393822616655,46.2498495832685,151.249496860281,2.10336593124154
"result.78",9.9964316946012,42.9689056764049,106.927990107415,2.07119110142163
"result.79",10.4175315064929,51.5059972407756,170.833909622678,2.06588026344066
"result.80",9.99928692884586,45.5328700865917,138.646108521265,2.15823723169293
"result.81",10.5591142412862,50.595779402342,157.104312002021,2.09429306226901
"result.82",9.92008510608123,42.9121244938858,126.337356771742,2.15604662227254
"result.83",9.94736390696984,44.2947314536094,114.628967770729,2.11254246809603
