"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",0.338760581532587,2.6251356104339,2.33823595851094,2.16977021297618,0.340322524007968,2.71120166374841,2.23706600748684,1.69718445302872
"result.2",0.338721922271499,2.62456761133855,2.3381661858168,2.16976804755513,0.340270337227733,2.71052417671858,2.23680378131601,1.69717012382482
"result.3",0.338605079459929,2.62287750712279,2.33798363190302,2.16975721880549,0.340111681701865,2.70846381452014,2.23600532509706,1.69712652213124
"result.4",0.338257373362445,2.61799157169066,2.33795525191678,2.1697159470065,0.339640577136572,2.70233970994536,2.23362321210899,1.69699670277304
"result.5",0.337263658160906,2.60422289326008,2.3372511587964,2.16960273666119,0.338250022580453,2.68421138472263,2.2264906595089,1.69661028894962
"result.6",0.334226171208278,2.5645295314527,2.34281483399072,2.16926673070346,0.334289934476104,2.63222285433063,2.22049031068738,1.69547902667818
"result.7",0.326484212987088,2.49423803594364,2.3325665935877,2.1679779050078,0.324698217891712,2.50666205842464,2.20670451115907,1.6924562655749
"result.8",0.326539989537388,2.56519844535633,2.35374300949779,1.69335491191775,0.310919381276314,2.43192115147438,2.19530908026021,1.68539842551449
"result.9",0.355684599270534,2.85745183676375,2.68112780944367,2.1590289377589,0.379992134667981,3.510479544955,2.72124140888261,1.18376966270956
"result.10",0.472179266962746,4.48782827487156,3.28160322215451,2.10323958794465,0.766209859372807,7.87207512341106,5.0899739308564,2.55640193506789
