"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",0.365528895078037,2.65271676164146,2.6468067500129,2.10940962565826,0.367378071085523,2.75362403380302,2.66476021807951,2.36319723551606
"result.2",0.365476803716081,2.65212690459983,2.64676792084648,2.10899039438358,0.36732264852723,2.75295696317523,2.66401608007684,2.36319472785873
"result.3",0.365337818234358,2.65033710798956,2.64710116392017,2.10916785019512,0.367154154251753,2.75092852366359,2.66175111538338,2.36318709537963
"result.4",0.364886760497117,2.64577513444934,2.64879163137221,2.1085980999837,0.366653824211475,2.74490153690899,2.65500163329392,2.36316435156707
"result.5",0.363586194409111,2.63449084508376,2.65555896587568,2.10737485747871,0.36517696740217,2.72708176988675,2.63486237289047,2.36309646691464
"result.6",0.359734710255043,2.61529286967532,2.65628382698887,2.10313490182108,0.360971355184845,2.67618547678889,2.5755216457745,2.36273306817123
"result.7",0.353196987617538,2.62459634480148,2.6822526495246,2.10983826279542,0.350731138532783,2.55459173467911,2.43146059948248,2.58330548684004
"result.8",0.367564939821351,2.80175314637432,2.95796376978498,2.09956126499271,0.33519815582858,2.47472836258912,2.46636865479601,2.58245004881202
"result.9",0.396308858701846,3.04476662031932,3.15994565654944,2.08101637839662,0.398047180043589,3.44237363853392,3.17542788706618,2.09976251220608
"result.10",0.483571801016844,4.15429266762961,3.51282711700438,2.61450615028784,0.803783642026896,7.44906140193934,5.29813283575401,1.98754285712554
